PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Cates, M.E.; Tjhung, E.								Theories of binary fluid mixtures: from phase-separation kinetics to active emulsions								Journal of Fluid Mechanics				836				836 (68 pp.)	836 (68 pp.)		10.1017/jfm.2017.832					10 Feb. 2018	2018										1	0	0	0	0	1			0022-1120			INSPEC:17534099		
P	LI B; LUO H; ZHANG H								Method for discriminating image in mobile terminal, involves classifying tensor data output through branch network structure, and judging whether image is double JPEG compressed image according to classifying result					CN107679572-A	UNIV SHENZHEN																																		0						DIIDW:2018143714		
P	WANG Y; LI G; GUO Z; FAN Y; QI M; LV G								Multi-spectrum based diffusion tensor magnetic resonance images automatic segmentation method, involves preserving edge of guide image to perform boundary correction on suboptimal division result to obtain final segmentation result					CN107680107-A	UNIV NORTHWESTERN POLYTECHNICAL																																		0						DIIDW:201814356Y		
J	Loisy, Aurore; Naso, Aurore; Spelt, Peter D. M.					Loisy, Aurore/0000-0002-8089-8636			The effective diffusivity of ordered and freely evolving bubbly suspensions								JOURNAL OF FLUID MECHANICS				840				215	237		10.1017/jfm.2018.84					FEB 9 2018	2018										0	0	0	0	0	0			0022-1120	1469-7645		WOS:000424742600001		
J	Boettcher, Igor; Herbut, Igor F.								Critical phenomena at the complex tensor ordering phase transition								PHYSICAL REVIEW B				97	6					064504	10.1103/PhysRevB.97.064504					FEB 6 2018	2018										0	0	0	0	0	0			2469-9950	2469-9969		WOS:000424190100002		
J	Guo, Liwei; Vardakis, John C.; Lassila, Toni; Mitolo, Micaela; Ravikumar, Nishant; Chou, Dean; Lange, Matthias; Sarrami-Foroushani, Ali; Tully, Brett J.; Taylor, Zeike A.; Varma, Susheel; Venneri, Annalena; Frangi, Alejandro F.; Ventikos, Yiannis					Vardakis, Dr. John/0000-0003-2391-5257; Lassila, Toni/0000-0001-8947-1447			Subject-specific multi-poroelastic model for exploring the risk factors associated with the early stages of Alzheimer's disease								INTERFACE FOCUS				8	1					20170019	10.1098/rsfs.2017.0019					FEB 6 2018	2018										1	0	0	1	0	1			2042-8898	2042-8901		WOS:000418183500006	29285346	
J	Dupuy, Dorian; Toutant, Adrien; Bataille, Francoise					Toutant, Adrien/0000-0002-7156-1732			Equations of energy exchanges in variable density turbulent flows								PHYSICS LETTERS A				382	5			327	333		10.1016/j.physleta.2017.11.026					FEB 6 2018	2018										0	0	0	0	0	0			0375-9601	1873-2429		WOS:000423644000014		
J	Khait, Anatoliy; Noskov, Alexander; Alekhin, Vladimir; Bianco, Vincenzo					Khait, Anatoliy/0000-0003-2453-9898			Analysis of the local entropy generation in a double-circuit vortex tube								APPLIED THERMAL ENGINEERING				130				1391	1403		10.1016/j.applthermaleng.2017.11.136					FEB 5 2018	2018										0	0	0	0	0	0			1359-4311			WOS:000424177600125		
P	HU Y; LI L; PENG H; YANG Y								Image compressing and encrypting method, involves obtaining measurement matrix, obtaining column vector by using scrambling matrix, and obtaining to-be-encrypted image by subjecting column vector to tensor compressive sense					CN107659753-A	UNIV BEIJING POSTS & TELECOM																																		0						DIIDW:201812175U		
J	Smith, Eric E.; Beaudin, Andrew E.								New insights into cerebral small vessel disease and vascular cognitive impairment from MRI								CURRENT OPINION IN NEUROLOGY				31	1			36	43		10.1097/WCO.0000000000000513					FEB 2018	2018										0	0	0	0	0	0			1350-7540	1473-6551		WOS:000418868500006	29084064	
J	Singh, Rajesh; Adhikari, R.								Generalized Stokes laws for active colloids and their applications								JOURNAL OF PHYSICS COMMUNICATIONS				2	2					UNSP 025025	10.1088/2399-6528/aaab0d					FEB 2018	2018										1	0	0	0	0	1			2399-6528			WOS:000434994800026		
J	Zhu, Hong-Lin; Wang, Shou-Feng; Yin, Guo-Jun; Chen, Qiao; Xu, Feng-Lin; Peng, Wei; Tan, Yan-Hu; Zhang, Kuo								Study of the numerical simulation of tight sandstone gas molecular diffusion based on digital core technology								PETROLEUM SCIENCE				15	1			68	76		10.1007/s12182-017-0210-1					FEB 2018	2018										0	0	0	0	0	0			1672-5107	1995-8226		WOS:000426371900005		
J	Malvar, S.; Gontijo, R. G.; Cunha, F. R.								Nonlinear motion of an oscillating bubble immersed in a magnetic fluid								JOURNAL OF ENGINEERING MATHEMATICS				108	1			143	170		10.1007/s10665-017-9917-7					FEB 2018	2018										0	0	0	0	0	0			0022-0833	1573-2703		WOS:000424024300009		
J	Huber, Markus; Ruede, Ulrich; Waluga, Christian; Wohlmuth, Barbara								Surface Couplings for Subdomain-Wise Isoviscous Gradient Based Stokes Finite Element Discretizations								JOURNAL OF SCIENTIFIC COMPUTING				74	2			895	919		10.1007/s10915-017-0470-3					FEB 2018	2018										0	0	0	0	0	0			0885-7474	1573-7691		WOS:000424676600014		
J	Zeng, Lingzhong								ESTIMATES FOR THE EIGENVALUES OF THE DRIFTING LAPLACIAN ON SOME COMPLETE RICCI SOLITONS								KYUSHU JOURNAL OF MATHEMATICS				72	1			143	156		10.2206/kyushujm.72.143					FEB 2018	2018										0	0	0	0	0	0			1340-6116	1883-2032		WOS:000432904800009		
J	Ebobisse, Francois; Neff, Patrizio; Aifantis, Elias C.								EXISTENCE RESULT FOR A DISLOCATION BASED MODEL OF SINGLE CRYSTAL GRADIENT PLASTICITY WITH ISOTROPIC OR LINEAR KINEMATIC HARDENING								QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS				71	1			99	124		10.1093/qjmam/hbx026					FEB 2018	2018										0	0	0	0	0	0			0033-5614	1464-3855		WOS:000431050300005		
J	Aizinger, Vadym; Rupp, Andreas; Schutz, Jochen; Knabner, Peter					Rupp, Andreas/0000-0001-5527-7187			Analysis of a mixed discontinuous Galerkin method for instationary Darcy flow								COMPUTATIONAL GEOSCIENCES				22	1			179	194		10.1007/s10596-017-9682-8					FEB 2018	2018										1	0	0	0	0	1			1420-0597	1573-1499		WOS:000423708300011		
J	Asimomytis, Christos L.; Koumantos, Panagiotis N.; Pavlakos, Panaiotis K.								Nonlinear Volterra-type diffusion equations and theory of quantum fields								MATHEMATICAL METHODS IN THE APPLIED SCIENCES				41	3	SI		1107	1113		10.1002/mma.4486					FEB 2018	2018										0	0	0	0	0	0			0170-4214	1099-1476		WOS:000425834700032		
J	Nestler, M.; Nitschke, I.; Praetorius, S.; Voigt, A.				Voigt, Axel/B-3332-2010	Voigt, Axel/0000-0003-2564-3697; Praetorius, Simon/0000-0002-1372-4708			Orientational Order on Surfaces: The Coupling of Topology, Geometry, and Dynamics								JOURNAL OF NONLINEAR SCIENCE				28	1			147	191		10.1007/s00332-017-9405-2					FEB 2018	2018										3	0	0	0	0	3			0938-8974	1432-1467		WOS:000419582200006		
J	Parekh, Jigar; Rzehak, Roland								Euler-Euler multiphase CFD-simulation with full Reynolds stress model and anisotropic bubble-induced turbulence								INTERNATIONAL JOURNAL OF MULTIPHASE FLOW				99				231	245		10.1016/j.ijmultiphaseflow.2017.10.012					FEB 2018	2018										0	0	0	0	0	0			0301-9322	1879-3533		WOS:000424316600016		
J	Comminal, Raphael; Pimenta, Francisco; Hattel, Jesper H.; Alves, Manuel A.; Spangenberg, Jon					Comminal, Raphael/0000-0003-3764-5550; Pimenta, Francisco/0000-0003-3046-938X			Numerical simulation of the planar extrudate swell of pseudoplastic and viscoelastic fluids with the streamfunction and the VOF methods								JOURNAL OF NON-NEWTONIAN FLUID MECHANICS				252				1	18		10.1016/j.jnnfm.2017.12.005					FEB 2018	2018										0	0	0	0	0	0			0377-0257	1873-2631		WOS:000426030600001		
J	Murza, Adrian C.; Teruel, Antonio E.; Zarnescu, Arghir D.								Shear flow dynamics in the Beris-Edwards model of nematic liquid crystals								PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES				474	2210					20170673	10.1098/rspa.2017.0673					FEB 2018	2018										0	0	0	0	0	0			1364-5021	1471-2946		WOS:000426468200011		
P	GALBRAITH R L; RAVINDRAN N; WOOD R W								Method for decoding codeword read from non-volatile memory of data storage system, involves receiving confidence vector for non-binary symbol value read from memory cell and transforming confidence values into likelihood values					US2018034484-A1	WESTERN DIGITAL TECHNOLOGIES INC																																		0						DIIDW:201809554S		
J	Malek, Josef; Prusa, Vit; Skrivan, Tomas; Suli, Endre				Prusa, Vit/E-9617-2010	Prusa, Vit/0000-0002-0264-9888; Malek, Josef/0000-0001-6920-0842; Suli, Endre/0000-0002-0812-6105			Thermodynamics of viscoelastic rate-type fluids with stress diffusion								PHYSICS OF FLUIDS				30	2					023101	10.1063/1.5018172					FEB 2018	2018										0	0	0	0	0	0			1070-6631	1089-7666		WOS:000426584400013		
J	Xu, Wen-Sheng; Carrillo, Jan-Michael Y.; Lam, Christopher N.; Sumpter, Bobby G.; Wang, Yangyang					Carrillo, Jan Michael/0000-0001-8774-697X; Xu, Wensheng/0000-0002-5442-8569; Wang, Yangyang/0000-0001-7042-9804			Molecular Dynamics Investigation of the Relaxation Mechanism of Entangled Polymers after a Large Step Deformation								ACS MACRO LETTERS				7	2			190	195		10.1021/acsmacrolett.7b00900					FEB 2018	2018										1	0	0	0	0	1			2161-1653			WOS:000426013900012		
J	Aristodemou, Elsa; Boganegra, Luz Maria; Mottet, Laetitia; Pavlidis, Dimitrios; Constantinou, Achilleas; Pain, Christopher; Robins, Alan; ApSimon, Helen					Mottet, Laetitia/0000-0002-0381-7521; Constantinou, Achilleas/0000-0002-7763-9481			How tall buildings affect turbulent air flows and dispersion of pollution within a neighbourhood								ENVIRONMENTAL POLLUTION				233				782	796		10.1016/j.envpol.2017.10.041					FEB 2018	2018										0	0	0	0	0	0			0269-7491	1873-6424		WOS:000424177000084	29132119	
J	Gong, Huajun; Liu, Xian-gao; Zhang, Xiaotao								Liouville theorem for the steady-state solutions of Q-tensor system of liquid crystal								APPLIED MATHEMATICS LETTERS				76				175	180		10.1016/j.aml.2017.08.019					FEB 2018	2018										0	0	0	0	0	0			0893-9659			WOS:000414889200027		
J	Wang, Zhechao; Zong, Zhi; Qiao, Liping; Li, Wei								Elastoplastic Model for Transversely Isotropic Rocks								INTERNATIONAL JOURNAL OF GEOMECHANICS				18	2					04017149	10.1061/(ASCE)GM.1943-5622.0001070					FEB 2018	2018										1	0	0	0	0	1			1532-3641	1943-5622		WOS:000418181600020		
J	Murza, Adrian C; Teruel, Antonio E; Zarnescu, Arghir D								Shear flow dynamics in the Beris-Edwards model of nematic liquid crystals.								Proceedings. Mathematical, physical, and engineering sciences				474	2210			20170673	20170673		10.1098/rspa.2017.0673					2018-Feb	2018										0	0	0	0	0	0			1364-5021			MEDLINE:29507513	29507513	
J	Bebiano, Rui; Basaglia, Cilmar; Camotim, Dinar; Goncalves, Rodrigo				Goncalves, Rodrigo/F-5299-2012	Goncalves, Rodrigo/0000-0002-8951-6198; Camotim, Dinar/0000-0002-7994-2687			GBT buckling analysis of generally loaded thin-walled members with arbitrary flat-walled cross-sections								THIN-WALLED STRUCTURES				123				11	24		10.1016/j.tws.2017.10.045					FEB 2018	2018										1	0	0	0	0	1			0263-8231	1879-3223		WOS:000425559300002		
J	Zhu, Yecheng; Chen, Qing								Gradient Estimates for the Positive Solutions of Lu=0 on Self- Shrinkers								MEDITERRANEAN JOURNAL OF MATHEMATICS				15	1					UNSP 28	10.1007/s00009-018-1072-5					FEB 2018	2018										0	0	0	0	0	0			1660-5446	1660-5454		WOS:000424326900003		
J	Guo, Zhengguang; Kucera, Petr; Skalak, Zdenek				Skalak, Zdenek/H-7960-2014	Skalak, Zdenek/0000-0001-9046-7971			Regularity criterion for solutions to the Navier Stokes equations in the whole 3D space based on two vorticity components								JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS				458	1			755	766		10.1016/j.jmaa.2017.09.029					FEB 1 2018	2018										1	0	0	0	0	1			0022-247X	1096-0813		WOS:000413388800044		
J	Lou, Yanshan; Yoon, Jeong Whan				Yoon, Jeong Whan/N-9471-2015	Yoon, Jeong Whan/0000-0002-7616-5253			Anisotropic yield function based on stress invariants for BCC and FCC metals and its extension to ductile fracture criterion								INTERNATIONAL JOURNAL OF PLASTICITY				101				125	155		10.1016/j.ijplas.2017.10.012					FEB 2018	2018										1	0	0	0	0	1			0749-6419	1879-2154		WOS:000423655200007		
J	Pawlowski, Matthias; Lueg, Gero; Gross, Catharina C.; Johnen, Andreas; Kraemer, Julia; Weckesser, Matthias; Wiendl, Heinz; Meuth, Sven G.; Duning, Thomas					Wiendl, Heinz/0000-0003-4310-3432			Relevance of raised cerebrospinal fluid monocyte levels in patients with frontotemporal dementia								NEUROBIOLOGY OF AGING				62				45	52		10.1016/j.neurobiolaging.2017.09.032					FEB 2018	2018										0	0	0	0	0	0			0197-4580	1558-1497		WOS:000418478600004	29107846	
J	Migorski, Stanislaw; Paczka, Dariusz								On steady flow of non-Newtonian fluids with frictional boundary conditions in reflexive Orlicz spaces								NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS				39				337	361		10.1016/j.nonrwa.2017.07.003					FEB 2018	2018										0	0	0	0	0	0			1468-1218			WOS:000412619200020		
J	Razek, Ahmed Abdel Khalek Abdel; El-Serougy, Lamiaa; Abdelsalam, Mohamed; Gaballa, Gada; Talaat, Mona					Abdel Razek, Ahmed/0000-0002-9613-5932			Differentiation of residual/recurrent gliomas from postradiation necrosis with arterial spin labeling and diffusion tensor magnetic resonance imaging-derived metrics								NEURORADIOLOGY				60	2			169	177		10.1007/s00234-017-1955-3					FEB 2018	2018										3	0	0	1	0	3			0028-3940	1432-1920		WOS:000419777600008	29218370	
J	Hasan, Khader M.; Keser, Zafer; Schulz, Paul E.; Wilde, Elisabeth A.								Multimodal Advanced Imaging for Concussion								NEUROIMAGING CLINICS OF NORTH AMERICA				28	1			31	+		10.1016/j.nic.2017.09.001					FEB 2018	2018										1	0	0	0	0	1			1052-5149	1557-9867		WOS:000418990900005	29157851	
J	Guenette, Jeffrey P.; Shenton, Martha E.; Koerte, Inga K.					Guenette, Jeffrey/0000-0002-4684-5469			Imaging of Concussion in Young Athletes								NEUROIMAGING CLINICS OF NORTH AMERICA				28	1			43	+		10.1016/j.nic.2017.09.004					FEB 2018	2018										0	0	0	0	0	0			1052-5149	1557-9867		WOS:000418990900006	29157852	
J	Uspal, W. E.; Popescu, M. N.; Tasinkevych, M.; Dietrich, S.				Tasinkevych, Mykola/I-5134-2015	Tasinkevych, Mykola/0000-0001-6689-1844; Uspal, William/0000-0003-3335-5900			Shape-dependent guidance of active Janus particles by chemically patterned surfaces								NEW JOURNAL OF PHYSICS				20						015013	10.1088/1367-2630/aa9f9f					JAN 29 2018	2018										0	0	0	0	0	0			1367-2630			WOS:000423605000004		
J	Fiore, Andrew M.; Swan, James W.								Rapid sampling of stochastic displacements in Brownian dynamics simulations with stresslet constraints								JOURNAL OF CHEMICAL PHYSICS				148	4					044114	10.1063/1.5005887					JAN 28 2018	2018										1	0	0	0	0	1			0021-9606	1089-7690		WOS:000424015400018	29390810	
J	Wang, Guan-Wen; Liu, Zhi-Feng; Wang, Xiao-Hong								Finite analytic method for 2D steady fluid flows in heterogeneous porous media with unstructured grids								INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING				113	4			742	766		10.1002/nme.5633					JAN 27 2018	2018										1	0	0	0	0	1			0029-5981	1097-0207		WOS:000419121800008		
J	Yawei Liu; Ganti, R.; Frenkel, D.								Pressure Gradients Fail to Predict Diffusio-Osmosis [arXiv]								arXiv								7 pp.	7 pp.							26 Jan. 2018	2018										0	0	0	0	0	0						INSPEC:17727093		
P	JIANJUN H; XINRAN F; QIONG L; LI Y; CHEN J; YING H; WENZUN H; GE M								Gradient structure tensor -based carbonate heterogeneous reservoir rock cave identifying calibration method, involves calculating tunnel operator value to construct C-cave data body when characteristic value is not less than C-cave value					CN107632319-A	UNIV CHENGDU TECHNOLOGY																																		0						DIIDW:2018104467		
J	Ansari, Istafaul Haque; Rivas, Nicolas; Alam, Meheboob								Phase-coexisting patterns, horizontal segregation, and controlled convection in vertically vibrated binary granular mixtures								PHYSICAL REVIEW E				97	1					012911	10.1103/PhysRevE.97.012911					JAN 26 2018	2018										0	0	0	0	0	0			2470-0045	2470-0053		WOS:000423430700007	29448482	
J	Ballouz, Joseph G.; Ouellette, Nicholas T.				Ouellette, Nicholas/D-8541-2011	Ouellette, Nicholas/0000-0002-5172-0361			Tensor geometry in the turbulent cascade								JOURNAL OF FLUID MECHANICS				835				1048	1064		10.1017/jfm.2017.802					JAN 25 2018	2018										0	0	0	0	0	0			0022-1120	1469-7645		WOS:000416946600003		
J	Apruzzi, Fabio; Fazzi, Marco								AdS(7)/CFT6 with orientifolds								JOURNAL OF HIGH ENERGY PHYSICS					1					124	10.1007/JHEP01(2018)124					JAN 24 2018	2018										2	0	0	0	0	2			1029-8479			WOS:000423443200006		
P	CENG D; WANG S; WANG Z; CHEN W								Method for analyzing medical image data of fusion depth tensor neural network, involves establishing optimal depth learning prediction model, and obtaining current image of analysis result based on image prediction analysis result					CN107622485-A	SHENZHEN INST ADVANCED TECHNOLOGY																																		0						DIIDW:201808772W		
P	FENG L; LIU X; KUANG T; YAO Q; TSENG C								Knowledge base organization method, involves determining target text projection component corresponding to base vector, and determining relationship between target texts to organize knowledge base according to text projection component					CN107622129-A	MIGU CULTURE TECHNOLOGY CO LTD																																		0						DIIDW:201808780K		
J	Clark, Timothy T.; Kurien, Susan; Rubinstein, Robert								Generation of anisotropy in turbulent flows subjected to rapid distortion								PHYSICAL REVIEW E				97	1					013112	10.1103/PhysRevE.97.013112					JAN 23 2018	2018										1	0	0	0	0	1			2470-0045	2470-0053		WOS:000423237900009	29448471	
J	Zhang, X.; Fadoul, O.; Lorenceau, E.; Coussot, P.								Yielding and Flow of Soft-Jammed Systems in Elongation								PHYSICAL REVIEW LETTERS				120	4					048001	10.1103/PhysRevLett.120.048001					JAN 23 2018	2018										0	0	0	0	0	0			0031-9007	1079-7114		WOS:000423320200004	29437451	
J	Niethammer, M.; Marschall, H.; Kunkelmann, C.; Bothe, D.					Marschall, Holger/0000-0001-8684-0681; Bothe, Dieter/0000-0003-1691-8257			A numerical stabilization framework for viscoelastic fluid flow using the finite volume method on general unstructured meshes								INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS				86	2			131	166		10.1002/fld.4411					JAN 20 2018	2018										1	0	0	0	0	1			0271-2091	1097-0363		WOS:000417574000001		
